player_name,player_code,image_url,profile_url
markus-howard,011948,https://media-cdn.cortextech.io/527ed926-2d87-4ba9-bed3-9bbb42b1cd49.png,https://www.euroleaguebasketball.net/es/euroleague/players/markus-howard/011948/
vit-hrabar,012365,https://media-cdn.cortextech.io/ce59f392-8eaa-4724-b610-50461f933031.png,https://www.euroleaguebasketball.net/es/euroleague/players/vit-hrabar/012365/
ebuka-izundu,014029,https://media-cdn.cortextech.io/34d169ce-3794-4b52-bfca-d9646efe4a24.png,https://www.euroleaguebasketball.net/es/euroleague/players/ebuka-izundu/014029/
edwin-jackson,000229,https://media-cdn.cortextech.io/b6d8b256-85dc-407d-a292-9d54802109cf.png,https://www.euroleaguebasketball.net/es/euroleague/players/edwin-jackson/000229/
karim-jallow,005422,https://media-cdn.cortextech.io/537c45ba-7d81-47df-aa8d-900ecf79b2b4.png,https://www.euroleaguebasketball.net/es/euroleague/players/karim-jallow/005422/
mike-james,005985,https://media-cdn.cortextech.io/feff360e-eb96-423c-9538-cc5845b0bdc7.png,https://www.euroleaguebasketball.net/es/euroleague/players/mike-james/005985/
mikael-jantunen,012613,https://media-cdn.cortextech.io/7c7134c0-946e-495e-8c01-6952b2129796.png,https://www.euroleaguebasketball.net/es/euroleague/players/mikael-jantunen/012613/
tonye-jekiri,009733,https://media-cdn.cortextech.io/995f6e1a-5ce1-46cf-a462-48e2ab5234e5.png,https://www.euroleaguebasketball.net/es/euroleague/players/tonye-jekiri/009733/
justinian-jessup,013290,https://media-cdn.cortextech.io/39bd9e57-57f4-4de4-8afd-3cb14d2db192.png,https://www.euroleaguebasketball.net/es/euroleague/players/justinian-jessup/013290/
stefan-joksimovic,014107,https://media-cdn.cortextech.io/1cb63245-0e0c-493b-9fcc-abcfb38a4394.png,https://www.euroleaguebasketball.net/es/euroleague/players/stefan-joksimovic/014107/
carlik-jones,013369,https://media-cdn.cortextech.io/f2faab84-1d52-4418-9885-120b0abe192e.png,https://www.euroleaguebasketball.net/es/euroleague/players/carlik-jones/013369/
chris-jones,010568,https://media-cdn.cortextech.io/62f1e81b-7c88-4cb1-9eb8-9054a68c2625.png,https://www.euroleaguebasketball.net/es/euroleague/players/chris-jones/010568/
kai-jones,014102,https://media-cdn.cortextech.io/522b9410-d389-464c-9af6-be0e1c7e5111.png,https://www.euroleaguebasketball.net/es/euroleague/players/kai-jones/014102/
tyrique-jones,011981,https://media-cdn.cortextech.io/a4d5dc10-f5f0-432a-82b0-f92a5171bea6.png,https://www.euroleaguebasketball.net/es/euroleague/players/tyrique-jones/011981/
